,GCJ02_point_lat,GCJ02_point_lng,WGS84_point_lat,WGS84_point_lng,address
0,30.92953,121.45636,30.931595061012004,121.45181085167599,上海市奉贤区航南公路5886号3幢
1,31.0779,121.52504,31.080071361798122,121.52070988096781,上海市闵行区浦江镇联航路1239号
2,31.27245,121.39485,31.27426780199713,121.39019622573221,上海市普陀区真北路3045号
3,31.31795,121.40754,31.31974905828073,121.40288170414881,上海市宝山区沪太路3156号
4,31.16955,121.34327,31.171478298852016,121.33869826267791,上海市闵行区吴宝路818号
5,31.32687,121.58326,31.329027952319638,121.57904234269608,上海市浦东新区莱阳路3166号
6,31.29462,121.35504,31.29647048177915,121.35043328407734,上海市普陀区红柳路255号1幢
7,31.13408,121.45407,31.136022044463303,121.44949723835873,上海市徐汇区龙吴路1600号
8,31.2755,121.52939,31.277583883027535,121.52505762088988,上海市周家嘴路3055号
9,31.205876,121.543218,31.20802555534195,121.53893335353402,上海市浦东新区浦建路1285号
10,31.36007,121.24711,31.362041052660583,121.24267341851733,上海市嘉定区永盛路2201
11,31.29552,121.44908,31.29737524341275,121.44448079718617,上海市闸北区共和新路3200号
12,31.14372,121.32762,31.14569127171322,121.32308547942628,上海市沪松公路1217号
13,31.3816,121.48916,31.38352826912908,121.48467688960157,上海同济路305号
14,31.17142,121.37509,31.173299290194777,121.37046148015068,上海吴中路1375号
15,30.89285,121.19358,30.895006855855772,121.18912756306439,上海市金山区朱泾镇亭枫公路3038号2幢
16,31.23038,121.43421,31.23223779766073,121.42958593507373,上海市静安区康定路1171号
17,31.32796,121.46718,31.3298445989117,121.46262785798439,上海市宝山区江杨南路1138号（近虹口区中环广粤路口）
18,30.9026,121.42809,30.904632083363396,121.42348488018148,上海市奉贤区南亭公路1269号3-4
19,31.14071,121.33747,31.14266412050261,121.33291348007397,上海市松江区伴亭东路218号
20,31.13889,121.42857,31.140786237988326,121.42394514358487,上海市徐汇区嘉川路255—257号
21,31.15939,121.3568,31.161300266329725,121.3522016487775,上海市闵行区七宝镇新镇路1509号
22,31.19058,121.46354,31.19251489288349,121.45898872836982,上海市徐汇区中山南二路379号（近小木桥路）
23,31.09527,121.43419,31.09719733267767,121.4295776177231,上海市虹梅南路2599号
24,31.32413,121.46762,31.32601712844038,121.46306954596928,上海市宝山区江杨南路928号（近殷高西路）
25,31.03291,121.67275,31.035124157722386,121.66847481758325,上海市浦东新区沪南公路7866号
26,31.15593,121.56356,31.15814342616211,121.55932799569374,上海市浦东新区沪南路2408号
27,31.31783,121.51917,31.31986887349251,121.51479974212012,上海市杨浦区市光路405号
28,31.13,121.35382,31.131930671668044,121.34922989717326,上海市闵行区中春路6518号（近顾戴路口）
29,31.08361,121.4397,31.085552291258413,121.43509868683294,上海市闵行区虹梅南路3508号（近金都路）
30,31.336,121.46656,31.337880133546506,121.46200526083015,上海市宝山区江杨南路1596号1幢
31,31.18671,121.12726,31.188587836640718,121.12266221666772,上海市青浦区北青公路9505号
32,31.22841,121.52036,31.230489844183083,121.51600139285273,上海市浦东新区张杨路2119号（奉贤网点金闸公路999号电话021-57482688）
33,30.97966,121.44661,30.981674991911188,121.4420323013458,上海市奉贤区南桥镇扶港路1088号2幢
34,31.18379,121.40107,31.18564768158969,121.39642264675987,上海市闵行区吴中路588号
35,31.33768,121.46677,31.339560078957852,121.46221575845449,上海市宝山区江杨南路1675号
36,30.95581,121.44261,30.957831791173877,121.43802559700885,上海市奉贤区环城北路986号
37,31.2198,121.30177,31.221780200804478,121.29728539121986,上海市闵行区华翔路3660号
38,31.00269,121.27035,31.004827407276995,121.26593202108045,上海市松江区北松公路6656号1幢
39,31.29462,121.35504,31.29647048177915,121.35043328407734,上海市红柳路255号
40,31.07007,121.42489,31.072000278813547,121.42026629569861,上海市闵行区莲花南路2338号4幢
41,31.22884,121.57037,31.231026671133424,121.56614400180214,上海市浦东新区罗山路1447号2幢
42,31.32883,121.4891,31.33077555437722,121.48462120259833,上海市宝山区逸仙路1950号
43,31.294288,121.354864,31.296138901593594,121.35025765238181,上海市普陀区红柳路235号（近南大路）
